node,deg,deg_norm,betweenness,eigenvector,pagerank,cluster
kiss,15,0.002167943,2.34E-08,0.002531032,5.61E-05,0
kit,55,0.007949126,2.64E-06,0.007628364,0.000100813,2
kliegman,27,0.003902298,3.17E-06,0.001952356,0.000108245,5
klinefelter,186,0.026882497,8.82E-05,0.014611747,0.000239792,7
knock,18,0.002601532,3.77E-08,0.00357014,4.92E-05,0
know,1263,0.18254083,0.005051765,0.041695232,0.000903086,0
knowledge,199,0.028761382,0.000112754,0.019153388,0.000290062,4
knowledgeable,119,0.017199017,4.97E-05,0.012948096,0.000174157,2
known,77,0.011128776,3.00E-06,0.01015494,0.000110109,6
kocsis,41,0.005925712,3.68E-06,0.004372201,9.14E-05,5
kopp,30,0.004335887,7.35E-06,0.002497182,0.000107336,5
kovler,17,0.002457002,2.92E-08,0.003474054,5.33E-05,9
kprice@auanet.org,17,0.002457002,2.83E-07,0.002345457,7.23E-05,5
krakowsky,38,0.005492123,0.000119876,0.003645341,0.00012803,9
kretser,20,0.002890591,3.62E-07,0.002234562,8.49E-05,5
kristen,20,0.002890591,5.52E-08,0.003758382,6.39E-05,2
kryptonite,18,0.002601532,7.24E-08,0.003540988,5.18E-05,0
kudo,19,0.002746062,9.58E-08,0.003530681,6.26E-05,0
kuh,20,0.002890591,8.16E-06,0.001061239,0.000115105,5
kumar,28,0.004046828,7.36E-07,0.003827323,7.12E-05,7
kurtz,20,0.002890591,9.52E-06,0.001113256,0.000107758,5
kyrou,19,0.002746062,1.32E-05,0.001752834,9.10E-05,5
kyungah,20,0.002890591,2.98E-06,0.001286793,0.000109726,9
kyzatrex,44,0.0063593,2.49E-06,0.006573938,8.86E-05,2
l.c,20,0.002890591,8.28E-07,0.002809514,7.46E-05,5
lab,688,0.099436335,0.001376175,0.03473186,0.000549329,0
labcorp,45,0.00650383,9.97E-06,0.005986154,0.000106261,5
label,248,0.03584333,0.000108423,0.02068008,0.000292979,4
labeling,62,0.008960832,3.51E-06,0.008619328,0.00012699,4
laboratories,15,0.002167943,1.66E-08,0.002326525,5.92E-05,9
laboratory,398,0.057522763,0.000513005,0.026067593,0.000429875,4
laborde,10,0.001445296,1.34E-10,0.001827224,4.29E-05,0
labs,15,0.002167943,5.49E-08,0.001721113,7.28E-05,9
labwork,36,0.005203064,3.64E-07,0.006698163,7.40E-05,4
lack,529,0.076456135,0.000408039,0.027684378,0.000438306,6
lacking,16,0.002312473,7.47E-07,0.002633029,5.66E-05,6
laden,20,0.002890591,3.31E-07,0.003190857,7.26E-05,10
lady,30,0.004335887,1.52E-06,0.004220705,7.94E-05,0
lagos,18,0.002601532,5.91E-07,0.002757924,6.99E-05,5
lake,17,0.002457002,1.08E-06,0.001846564,7.40E-05,0
laksham,15,0.002167943,4.28E-08,0.002518996,5.79E-05,5
lakshmi,18,0.002601532,3.40E-05,0.001248049,9.41E-05,5
lalitha,13,0.001878884,2.46E-07,0.002076723,6.24E-05,5
lambert,19,0.002746062,2.37E-06,0.001951281,7.98E-05,5
lancet,20,0.002890591,1.25E-06,0.001916651,9.72E-05,5
landing,36,0.005203064,1.08E-05,0.003549461,0.000122099,9
landmark,18,0.002601532,1.25E-07,0.003267445,5.28E-05,4
landon,19,0.002746062,5.28E-06,0.001814749,8.98E-05,5
landscape,34,0.004914005,5.75E-07,0.005824167,8.26E-05,4
language,68,0.00982801,6.05E-05,0.007110871,0.000174998,1
lankveld,20,0.002890591,9.05E-07,0.002695064,8.32E-05,5
large,460,0.066483596,0.000510402,0.028280438,0.000459456,4
largely,65,0.009394421,1.21E-05,0.008231476,0.000124684,6
laryngologist,20,0.002890591,6.09E-07,0.003800512,6.06E-05,10
las,13,0.001878884,1.78E-07,0.001681368,6.01E-05,9
lashen,20,0.002890591,6.29E-06,0.000906163,0.000114277,5
latanoprost,33,0.004769475,1.13E-06,0.005178465,8.04E-05,7
late,524,0.075733487,0.001403173,0.026689578,0.000509383,5
late-30s,18,0.002601532,6.24E-08,0.003189446,5.56E-05,7
lately,51,0.007371007,6.38E-07,0.008436801,8.83E-05,0
later,309,0.044659633,0.000124128,0.021774021,0.000305899,7
lateral,18,0.002601532,1.05E-07,0.003214223,5.90E-05,2
lattimore,19,0.002746062,3.41E-07,0.001989898,8.20E-05,9
laugh,31,0.004480416,4.54E-06,0.004122686,9.15E-05,0
launch,19,0.002746062,2.72E-07,0.003031511,5.88E-05,6
lauren,21,0.003035121,1.39E-06,0.002900123,8.44E-05,0
lauretani,20,0.002890591,1.11E-05,0.001341571,0.000102163,5
lauryl,20,0.002890591,2.87E-07,0.002535199,7.80E-05,7
law,46,0.00664836,1.19E-05,0.006357745,0.000107862,0
lay,51,0.007371007,4.36E-06,0.008020692,0.00010387,0
layer,73,0.010550658,6.06E-06,0.009360531,0.000120789,2
layperson,17,0.002457002,1.07E-08,0.00336309,4.84E-05,0
laziness,26,0.003757768,9.37E-09,0.004499146,5.73E-05,6
lazy,18,0.002601532,1.52E-07,0.003464184,5.98E-05,7
lcms,44,0.0063593,1.47E-06,0.006482742,9.54E-05,4
ldl,32,0.004624946,3.94E-07,0.004919547,6.72E-05,4
leaching,18,0.002601532,1.61E-07,0.002840002,6.58E-05,7
lead,1084,0.156670039,0.002776935,0.040412921,0.000798532,7
leader,92,0.013296719,2.76E-05,0.010578873,0.000162362,9
leadership,15,0.002167943,8.19E-08,0.003116947,4.93E-05,6
leaf,19,0.002746062,5.47E-07,0.002137193,8.11E-05,9
leafy,38,0.005492123,3.60E-05,0.003744907,0.000128622,10
lean,327,0.047261165,0.000422361,0.021097072,0.00033949,6
leaning,20,0.002890591,1.70E-06,0.003019094,7.26E-05,9
learn,526,0.076022547,0.001035466,0.02774626,0.000522964,0
learning,59,0.008527244,4.65E-05,0.00640135,0.000156572,1
leave,239,0.034542564,0.000166409,0.018998574,0.000300199,2
lee,38,0.005492123,7.55E-05,0.002504982,0.000160977,9
left,40,0.005781182,7.28E-07,0.005530697,7.87E-05,4
leg,132,0.019077901,1.91E-05,0.013652531,0.000177441,7
legal,51,0.007371007,2.53E-06,0.007164452,0.000102108,0
legally,32,0.004624946,6.69E-07,0.005276495,7.89E-05,2
legitimate,43,0.006214771,1.26E-06,0.006546296,8.58E-05,7
legro,20,0.002890591,2.44E-06,0.002984635,6.65E-05,5
legume,37,0.005347594,1.44E-05,0.004123819,0.000117792,10
length,103,0.014886544,2.99E-05,0.011466136,0.000164033,0
lengthen,16,0.002312473,5.01E-07,0.002521087,6.65E-05,2
lengthy,17,0.002457002,5.84E-09,0.003612695,5.29E-05,2
lentil,20,0.002890591,8.13E-07,0.001388287,9.36E-05,10
leproult,28,0.004046828,7.16E-07,0.003899688,8.37E-05,9
lessen,27,0.003902298,1.49E-07,0.004664661,6.35E-05,7
lessened,19,0.002746062,4.51E-09,0.003304386,4.67E-05,6
lesser,16,0.002312473,5.11E-09,0.002969744,4.82E-05,7
lesson,14,0.002023414,5.08E-07,0.001934307,5.92E-05,5
lester,18,0.002601532,5.62E-07,0.002730732,6.77E-05,9
let,472,0.068217951,0.00038456,0.0289875,0.000431912,0
lethargic,16,0.002312473,2.16E-08,0.003421227,4.70E-05,0
lethargy,106,0.015320133,6.20E-06,0.011598915,0.000146873,6
letrozole,20,0.002890591,8.72E-08,0.003115302,6.30E-05,7
letter,58,0.008382714,1.00E-05,0.008565368,0.000119938,0
leuprolide,20,0.002890591,4.67E-07,0.00335262,7.01E-05,7
level,2615,0.37794479,0.029871321,0.042530823,0.001215277,7
levels.41,17,0.002457002,8.29E-08,0.003144415,5.77E-05,4
levels.433,18,0.002601532,2.33E-07,0.002923046,6.13E-05,2
"levels.46,47",17,0.002457002,3.74E-08,0.003089812,5.41E-05,6
"levels.48,49",18,0.002601532,3.44E-08,0.003326207,5.64E-05,6
"levels.5,6,12",19,0.002746062,1.28E-07,0.003355633,5.99E-05,4
levels.6,32,0.004624946,1.14E-06,0.004781541,8.02E-05,4
leverage,19,0.002746062,3.43E-08,0.003400024,6.02E-05,4
levitra,29,0.004191357,8.81E-08,0.004702481,6.91E-05,2
levothyroxine,20,0.002890591,3.05E-08,0.003804832,5.70E-05,7
lewis,19,0.002746062,9.49E-06,0.001947311,8.70E-05,5
leydig,159,0.022980199,5.81E-05,0.012862066,0.000233121,7
"lh).5,6,12",14,0.002023414,2.44E-09,0.00250287,4.41E-05,7
liability,20,0.002890591,5.24E-08,0.003222225,6.24E-05,4
libido,812,0.117358,0.001383048,0.032045505,0.000587418,6
library,136,0.01965602,8.95E-05,0.011867198,0.000215213,9
licensable,17,0.002457002,6.88E-07,0.002690833,6.89E-05,5
license,53,0.007660066,1.29E-05,0.007119091,0.000117951,2
licensed,79,0.011417835,4.57E-06,0.010239726,0.000121276,2
lie,66,0.009538951,7.08E-06,0.009024118,0.00011466,6
life,1196,0.172857349,0.003634899,0.042302444,0.000823243,6
"life.5,12",19,0.002746062,1.32E-07,0.003671487,5.90E-05,4
lifeblood,19,0.002746062,2.02E-08,0.00352448,5.11E-05,6
lifelong,150,0.021679433,8.00E-05,0.015191297,0.000192123,9
lifesave,20,0.002890591,3.98E-08,0.003633668,5.69E-05,6
lifespan,32,0.004624946,2.15E-07,0.005279495,6.66E-05,6
lifestyle,762,0.110131522,0.000718761,0.0340698,0.000504811,6
lifetime,35,0.005058534,1.59E-06,0.005909698,8.18E-05,0
lift,88,0.012718601,2.07E-05,0.010827884,0.000149846,0
lifting,32,0.004624946,8.91E-07,0.005438359,7.54E-05,7
light,100,0.014452956,3.14E-05,0.011190297,0.000172233,11
lightheaded,19,0.002746062,1.82E-07,0.002839085,6.48E-05,2
lightheadedness,16,0.002312473,8.11E-08,0.002545655,5.80E-05,6
lightner,20,0.002890591,1.94E-06,0.000521743,0.000118481,5
like,1787,0.258274317,0.014143837,0.048004057,0.001226713,0
likelihood,73,0.010550658,4.18E-06,0.009405262,0.000120197,6
likely,665,0.096112155,0.00069442,0.032587892,0.000502731,0
likewise,53,0.007660066,6.11E-06,0.008221566,0.000101347,2
limb,34,0.004914005,2.71E-07,0.005155166,7.50E-05,6
limit,304,0.043936985,0.000167934,0.023559419,0.000320948,2
limitation,126,0.018210724,2.77E-05,0.014280214,0.000204716,4
limited,114,0.016476369,1.13E-05,0.013759926,0.000168027,2
lincoff,40,0.005781182,2.92E-05,0.003538127,0.00013855,5
lincoln,19,0.002746062,1.67E-06,0.002838278,6.78E-05,9
line,229,0.033097268,0.000144188,0.019325364,0.000284494,0
linger,17,0.002457002,3.89E-08,0.003140089,5.36E-05,4
lining,47,0.006792889,2.33E-06,0.007397678,9.54E-05,2
link,571,0.082526377,0.000843155,0.027768968,0.000530927,7
linthicum,19,0.002746062,3.63E-06,0.002845432,7.16E-05,5
lip,48,0.006937419,5.86E-06,0.006454617,0.00011321,2
lipid,189,0.027316086,0.000162592,0.014895405,0.000240851,7
lipids,17,0.002457002,5.44E-08,0.002771436,5.60E-05,7
lipoderm,31,0.004480416,4.98E-06,0.004148094,9.85E-05,2
lipoprotein,18,0.002601532,6.16E-07,0.002303732,6.16E-05,7
liquid,140,0.020234138,7.82E-05,0.013765449,0.000222675,2
lisa,17,0.002457002,4.32E-08,0.002827104,4.92E-05,9
list,312,0.045093222,0.000251542,0.022887387,0.000339924,0
listen,312,0.045093222,0.000385359,0.022656528,0.000386556,0
listener,82,0.011851424,2.35E-05,0.009353479,0.000154986,0
listening,24,0.003468709,2.04E-07,0.004081366,6.56E-05,0
liter,30,0.004335887,1.21E-06,0.004645117,7.06E-05,4
literally,32,0.004624946,2.18E-06,0.005153953,8.07E-05,0
literature,357,0.051597052,0.000228056,0.027059473,0.000385691,4
little,685,0.099002746,0.001104924,0.034429464,0.000611538,0
liu,19,0.002746062,5.68E-07,0.000304365,0.000128155,5
live,411,0.059401648,0.000487684,0.026912913,0.000396286,0
lived,35,0.005058534,4.02E-07,0.005778563,7.33E-05,6
liver,496,0.07168666,0.000864226,0.027503475,0.000497016,7
livery,19,0.002746062,2.16E-08,0.003722579,5.81E-05,2
living,55,0.007949126,6.71E-06,0.007761279,0.000114874,4
llahana,20,0.002890591,7.17E-07,0.001456565,0.000104531,5
load,18,0.002601532,2.30E-08,0.002718277,5.88E-05,7
loading,14,0.002023414,2.84E-08,0.002938288,5.01E-05,2
lobido,19,0.002746062,2.64E-08,0.003437254,5.02E-05,6
local,130,0.018788842,2.39E-05,0.014955855,0.000185124,2
localize,19,0.002746062,1.24E-07,0.003455436,6.07E-05,4
locate,91,0.01315219,2.63E-05,0.010339916,0.000149628,7
location,214,0.030929325,0.000200305,0.016620067,0.000298491,9
locations13,16,0.002312473,1.42E-07,0.002154364,6.88E-05,9
locationswe,18,0.002601532,2.47E-06,0.003245097,6.46E-05,9
lodge,17,0.002457002,1.65E-07,0.002815419,5.58E-05,7
loh,154,0.022257552,1.87E-05,0.014237126,0.000180643,4
london,13,0.001878884,4.45E-08,0.001183819,7.07E-05,9
long,1192,0.172279231,0.003645766,0.042936551,0.000811602,2
long-,20,0.002890591,1.74E-08,0.003943679,5.67E-05,2
longevity,85,0.012285012,1.28E-05,0.01019467,0.000148211,6
longifolia,15,0.002167943,5.11E-08,0.002153791,6.13E-05,10
longo,20,0.002890591,9.41E-06,0.001468872,9.77E-05,5
longstanding,18,0.002601532,8.62E-08,0.003010518,5.18E-05,6
look,870,0.125740714,0.001861371,0.036940088,0.000677058,0
loop,78,0.011273305,8.59E-06,0.008854848,0.00013349,7
loose,52,0.007515537,2.23E-06,0.007647398,9.99E-05,7
loosely,32,0.004624946,4.74E-06,0.003759525,8.80E-05,7
lopez,20,0.002890591,9.63E-05,0.000825642,0.000116903,5
lose,568,0.082092788,0.000586852,0.03006122,0.000487453,0
loss,967,0.139760081,0.002287527,0.033574816,0.000677243,6
lot,836,0.120826709,0.001531546,0.037568801,0.000664933,0
lotion,74,0.010695187,9.22E-06,0.009435025,0.000137951,2
loud,38,0.005492123,4.34E-06,0.005238311,0.000103874,7
louder,19,0.002746062,2.89E-07,0.002994986,7.03E-05,7
louis,61,0.008816303,2.27E-05,0.006850272,0.00012909,9
louisiana,37,0.005347594,2.88E-06,0.005588393,9.89E-05,9
love,249,0.03598786,0.000179781,0.020636561,0.000308954,0
lover,17,0.002457002,2.59E-08,0.003055404,5.13E-05,0
low,2341,0.338343691,0.022893801,0.037701645,0.001110594,6
lower,522,0.075444428,0.000479248,0.028661914,0.000472413,7
lowering,17,0.002457002,1.13E-08,0.003355913,4.89E-05,0
loyola,20,0.002890591,6.67E-07,0.003053189,7.29E-05,9
ltd,20,0.002890591,1.61E-06,0.002252476,8.83E-05,5
lucia,20,0.002890591,9.59E-06,0.001614337,9.22E-05,5
luck,16,0.002312473,7.75E-09,0.003111476,4.53E-05,0
luckily,71,0.010261598,3.61E-06,0.009955748,0.00011237,2
luis,19,0.002746062,5.16E-06,0.000525397,0.000124746,5
lump,55,0.007949126,5.96E-07,0.007650022,8.68E-05,7
lunch,52,0.007515537,3.46E-05,0.006694278,0.000121668,10
lundy,200,0.028905911,0.000359505,0.016351563,0.000280332,0
lung,158,0.02283567,5.17E-05,0.014867644,0.00021987,7
lure,17,0.002457002,4.25E-08,0.003649747,5.07E-05,0
lustful,17,0.002457002,2.70E-08,0.002992604,5.64E-05,6
lut,31,0.004480416,3.11E-07,0.0044844,7.26E-05,4
luteinise,125,0.018066195,9.98E-06,0.012575576,0.000163681,7
luteinize,211,0.030495736,3.58E-05,0.014444365,0.000200665,7
luteinizing,84,0.012140483,5.05E-06,0.009210359,0.000118533,7
lutenise,65,0.009394421,4.29E-06,0.007840468,9.98E-05,7
lutenize,19,0.002746062,7.40E-07,0.003125341,6.16E-05,7
lymph,16,0.002312473,1.73E-08,0.002868082,5.58E-05,2
lymphatic,41,0.005925712,3.07E-07,0.007119428,8.34E-05,2
lymphocyte,11,0.001589825,1.09E-07,0.00134889,5.89E-05,7
lyon,20,0.002890591,3.38E-07,0.003108992,7.13E-05,4
m.a,20,0.002890591,1.43E-05,0.001957567,8.16E-05,5
m.b.a,17,0.002457002,5.34E-07,0.002578655,6.39E-05,9
m.d,196,0.028327793,0.000143677,0.015556331,0.000290794,9
m.o,20,0.002890591,1.75E-06,0.001841084,0.000101886,5
m.s,53,0.007660066,3.49E-05,0.005884452,0.00013816,5
m19,35,0.005058534,3.80E-06,0.00442946,9.38E-05,5
mace,75,0.010839717,6.23E-06,0.009051238,0.000138468,4
machine,64,0.009249892,2.80E-05,0.00788036,0.000137365,1
mackenzie,19,0.002746062,1.34E-05,0.001263519,0.00010138,5
madsen,35,0.005058534,1.63E-06,0.004632821,9.38E-05,0
magazine,17,0.002457002,1.98E-08,0.003683185,5.21E-05,0
maggi,20,0.002890591,3.59E-07,0.00295707,7.59E-05,6
maggio,20,0.002890591,7.45E-06,0.001197997,0.000107872,5
magic,125,0.018066195,1.67E-05,0.012837241,0.00017327,0
magnesium,96,0.013874837,1.76E-05,0.010519184,0.000170054,10
magnetic,20,0.002890591,2.54E-06,0.002434153,7.88E-05,5
magnify,17,0.002457002,1.87E-08,0.003276696,4.89E-05,4
magnitude,17,0.002457002,4.81E-08,0.003133965,5.44E-05,4
mail,69,0.009972539,7.47E-06,0.009629657,0.000130081,0
main,345,0.049862697,0.000544417,0.021860829,0.000344182,9
mainly,149,0.021534904,9.75E-06,0.013914705,0.000158644,7
maintain,768,0.110998699,0.000890457,0.03485822,0.000565094,6
maintenance,109,0.015753722,1.28E-05,0.012245533,0.000150369,2
major,289,0.041769042,0.000100125,0.022062964,0.000303947,4
majorek,20,0.002890591,3.27E-06,0.001751782,0.000101677,9
majority,170,0.024570025,4.36E-05,0.016377216,0.000216869,0
maker,33,0.004769475,2.79E-07,0.005554488,7.22E-05,4
makeup,16,0.002312473,1.15E-08,0.002966186,4.67E-05,7
making,108,0.015609192,4.29E-05,0.011432956,0.000163528,9
malaria,20,0.002890591,1.18E-07,0.003571285,6.25E-05,7
male,1534,0.221708339,0.012569355,0.037593764,0.001080673,7
malfunction,16,0.002312473,4.58E-09,0.003013652,4.44E-05,7
malnutrition,36,0.005203064,6.60E-07,0.005193249,7.94E-05,7
man,2875,0.415522474,0.04408852,0.046944299,0.001496795,6
manage,653,0.0943778,0.000744257,0.03481419,0.000529922,2
manageable,39,0.005636653,1.58E-06,0.006114822,8.54E-05,0
management,526,0.076022547,0.001047358,0.0302233,0.000526789,4
management.4,17,0.002457002,1.60E-08,0.003645121,5.18E-05,4
manager,18,0.002601532,3.60E-08,0.003770046,5.62E-05,2
mandate,78,0.011273305,1.32E-05,0.010142353,0.00013352,4
mane,19,0.002746062,1.60E-07,0.003685839,6.03E-05,0
manif,20,0.002890591,2.74E-08,0.00435843,5.63E-05,4
manifest,113,0.01633184,3.20E-05,0.012121276,0.000171105,6
manifestation,72,0.010406128,6.32E-06,0.009412968,0.000124788,4
manitoba,14,0.002023414,6.93E-07,0.001757572,6.63E-05,9
manliness,15,0.002167943,2.55E-08,0.002718733,5.08E-05,6
manly,36,0.005203064,2.58E-06,0.005522769,8.39E-05,0
manmade,18,0.002601532,2.31E-08,0.003416471,5.35E-05,7
manner,132,0.019077901,2.56E-05,0.014461024,0.000194956,2
manopause,35,0.005058534,2.34E-07,0.005056136,7.13E-05,9
manufacture,63,0.009105362,4.30E-06,0.008308703,0.000108372,2
manufactured,18,0.002601532,1.23E-08,0.003118394,4.56E-05,7
manufacturer,55,0.007949126,1.59E-06,0.008034143,0.000104086,4
manuscript,27,0.003902298,6.80E-06,0.002110933,0.000122367,5
map,29,0.004191357,3.50E-06,0.003951728,7.37E-05,0
mar,37,0.005347594,1.28E-05,0.003327513,0.0001284,5
maranon,20,0.002890591,7.63E-06,0.000551959,0.000128512,5
marathon,15,0.002167943,2.46E-07,0.002851732,5.44E-05,0
marc,16,0.002312473,4.21E-07,0.002493154,5.84E-05,0
march,48,0.006937419,6.54E-05,0.005368731,0.000123981,5
marco,29,0.004191357,2.57E-07,0.004619119,7.16E-05,6
maria,18,0.002601532,1.23E-06,0.001202308,8.87E-05,5
marijuana,48,0.006937419,7.80E-07,0.006815194,9.67E-05,7
marius,19,0.002746062,4.96E-07,0.002238849,8.04E-05,9
mark,139,0.020089608,0.000207701,0.013560586,0.000217853,5
marked,17,0.002457002,1.47E-07,0.003291191,5.38E-05,6
marker,227,0.032808209,7.04E-05,0.020237841,0.000261756,6
market,193,0.027894204,7.07E-05,0.018854004,0.000261626,2
marketing,108,0.015609192,1.39E-05,0.012222605,0.000161331,0
marketplace,19,0.002746062,1.82E-08,0.003906888,6.37E-05,2
marrow,58,0.008382714,2.54E-06,0.007213527,0.000102792,7
marshall,20,0.002890591,3.81E-07,0.003495149,6.80E-05,9
martin,20,0.002890591,1.54E-06,0.00045162,0.000120572,5
mary,20,0.002890591,1.30E-07,0.003529504,6.08E-05,9
maryland,20,0.002890591,2.86E-07,0.002988849,7.35E-05,9
masculine,116,0.016765429,1.28E-05,0.012168702,0.000165979,6
masculinity,75,0.010839717,1.71E-05,0.009154299,0.000148189,6
masculinize,33,0.004769475,3.50E-07,0.005143191,7.33E-05,7
mask,53,0.007660066,3.75E-06,0.007256603,0.000106753,6
mass,742,0.107240931,0.001069124,0.028229493,0.000518805,6
massachusetts,42,0.006070241,3.57E-06,0.005078814,0.00010504,4
masse,14,0.002023414,2.25E-08,0.002530662,4.57E-05,0
massive,19,0.002746062,1.59E-08,0.003410895,5.66E-05,7
massively,19,0.002746062,1.82E-07,0.003697259,6.22E-05,6
masterson,121,0.017488076,2.05E-05,0.012784699,0.000160542,0
masturbation,17,0.002457002,9.45E-08,0.003022676,5.35E-05,9
match,72,0.010406128,3.55E-05,0.007987396,0.000152854,2
mate,15,0.002167943,2.16E-07,0.002690581,5.65E-05,5
material,34,0.004914005,3.93E-06,0.004950463,8.89E-05,4
mateusz,20,0.002890591,9.94E-08,0.003374133,6.56E-05,9
matrix,34,0.004914005,2.68E-06,0.004607613,9.82E-05,2
matsumoto,74,0.010695187,0.000197083,0.005622265,0.000184383,5
matter,299,0.043214337,0.000125239,0.023029069,0.00031776,0
maturation,61,0.008816303,6.31E-06,0.006999963,0.000114953,7
mature,55,0.007949126,2.33E-06,0.007777957,9.16E-05,7
maturing,20,0.002890591,1.52E-08,0.003802619,5.37E-05,6
maturita,17,0.002457002,1.83E-07,0.002408896,6.81E-05,6
maturity,71,0.010261598,1.20E-05,0.009531997,0.000139335,10
maximal,34,0.004914005,1.35E-06,0.005886547,7.32E-05,2
maximize,74,0.010695187,7.36E-06,0.009902883,0.000128384,2
maximizing,15,0.002167943,8.07E-09,0.002866882,4.72E-05,6
maximum,98,0.014163897,2.84E-05,0.011208254,0.000170401,2
may;43(2):185,19,0.002746062,1.91E-06,0.001677388,8.22E-05,5
maybe,413,0.059690707,0.000293862,0.027279592,0.000404039,0
mayo,226,0.03266368,0.00017975,0.016785269,0.000301881,5
mba,17,0.002457002,1.26E-08,0.002924779,5.74E-05,9
mbchb,64,0.009249892,2.02E-05,0.007586168,0.000137875,9
mbcs,19,0.002746062,9.67E-07,0.002144169,8.90E-05,9
mcbride,20,0.002890591,3.99E-07,0.001935846,9.13E-05,5
mcdonald,17,0.002457002,9.75E-09,0.003761933,5.06E-05,0
mcgarvey,20,0.002890591,3.62E-06,0.001760172,1.00E-04,9
mcgill,16,0.002312473,1.84E-06,0.001815899,7.36E-05,9
mclachlin,20,0.002890591,3.32E-06,0.002853161,6.76E-05,5
"md,1",20,0.002890591,4.78E-06,0.00127876,0.000101087,5
"md,2",20,0.002890591,4.19E-06,0.000971207,0.000103513,5
md1,20,0.002890591,1.54E-05,0.001631487,9.68E-05,9
md10,20,0.002890591,1.37E-05,0.001030984,0.000109294,9
md11,20,0.002890591,3.15E-05,0.001414361,1.00E-04,9
md12,20,0.002890591,2.33E-05,0.001910565,9.07E-05,9
md2,20,0.002890591,8.96E-06,0.00149067,0.000100293,9
md3,20,0.002890591,2.72E-06,0.000919608,0.000110412,9
md4,20,0.002890591,1.69E-06,0.000700764,0.000114216,9
md5,20,0.002890591,1.24E-06,0.000604539,0.000116319,9
md6,20,0.002890591,1.83E-06,0.000544109,0.00011818,9
md7,20,0.002890591,1.12E-06,0.000453755,0.000121304,9
md8,20,0.002890591,1.15E-06,0.000535977,0.000120377,9
md9,20,0.002890591,2.29E-06,0.000528133,0.000119583,9
mds,17,0.002457002,2.82E-08,0.003249786,5.36E-05,0
"md‡†,3",20,0.002890591,2.42E-06,0.000959305,0.000103474,5
meagan,20,0.002890591,4.33E-06,0.001178554,0.000106045,5
meal,116,0.016765429,8.29E-05,0.012391387,0.000196823,10
mean,1035,0.149588091,0.002823604,0.039397631,0.000757892,0
meaning,55,0.007949126,6.03E-06,0.00784563,0.000104728,4
meaningful,50,0.007226478,2.16E-06,0.007234409,0.000101393,4
means,54,0.007804596,7.35E-06,0.007572263,0.000104103,6
meantime,54,0.007804596,5.95E-06,0.008119968,0.000106285,0
measure,750,0.108397167,0.001101787,0.032035068,0.000578625,4
measured,50,0.007226478,3.97E-06,0.00686265,0.000103465,2
measurement,345,0.049862697,0.000223915,0.023599327,0.000370953,4
meat,36,0.005203064,3.52E-06,0.005568571,9.05E-05,10
mechanism,116,0.016765429,9.83E-05,0.012272213,0.000195741,5
mechanistically,16,0.002312473,4.37E-08,0.00294462,5.15E-05,7
med,57,0.008238185,3.57E-05,0.006594598,0.000157932,0
med.0000000000000086,20,0.002890591,1.08E-06,0.002200897,8.20E-05,5
medial,19,0.002746062,8.90E-08,0.003584941,5.68E-05,0
median,62,0.008960832,3.51E-06,0.008392493,0.000110417,4
medical,1479,0.213759214,0.011112788,0.044593889,0.001109308,9
medically,196,0.028327793,9.32E-05,0.015564483,0.000240741,9
medicare,19,0.002746062,7.94E-08,0.003294387,6.32E-05,4
medicate,45,0.00650383,1.78E-06,0.006052678,8.82E-05,6
medicated,36,0.005203064,4.25E-06,0.005212396,9.29E-05,2
medication,1272,0.183841596,0.004053595,0.044714511,0.000860807,2
medicine,986,0.142506143,0.004905142,0.035144887,0.000900927,9
medicine.net,13,0.001878884,2.15E-08,0.002424756,4.66E-05,9
meditation,68,0.00982801,4.85E-06,0.009220624,0.000110953,7
mediterranean,35,0.005058534,1.97E-06,0.00600892,8.10E-05,10
medium,161,0.023269259,0.000119223,0.014765167,0.000255436,9
medline,52,0.007515537,6.47E-06,0.006320933,0.000114507,4
medlineplus,31,0.004480416,1.09E-06,0.004535019,8.25E-05,9
medlineplus.gov,9,0.001300766,0,0.001884101,3.84E-05,9
meet,363,0.052464229,0.000257064,0.025401317,0.000390621,2
meeting,43,0.006214771,7.09E-06,0.005437125,0.000112246,4
meikle,27,0.003902298,2.33E-07,0.003725585,6.39E-05,7
melatonin,34,0.004914005,1.38E-06,0.00591408,7.76E-05,7
melish,17,0.002457002,3.95E-07,0.002620003,5.59E-05,7
mellitus,51,0.007371007,3.59E-06,0.00657617,0.000106083,7
melme,46,0.00664836,9.79E-06,0.004447892,0.000128488,5
member,323,0.046683047,0.000780104,0.023445122,0.000413071,9
membership,53,0.007660066,1.04E-05,0.007582943,0.000112384,9
membrane,36,0.005203064,2.23E-06,0.005547069,9.22E-05,2
memorial,33,0.004769475,1.19E-05,0.002394751,0.00013271,9
memory,281,0.040612805,0.000293405,0.020710693,0.000327061,6
men,19,0.002746062,2.09E-07,0.003292206,6.54E-05,2
"men.29,32",18,0.002601532,5.66E-08,0.00328562,5.70E-05,4
men.436,17,0.002457002,1.08E-07,0.003123613,6.06E-05,2
men.438,15,0.002167943,1.06E-08,0.003002803,4.73E-05,2
men.65,16,0.002312473,5.45E-09,0.002774355,4.64E-05,6
men5,20,0.002890591,9.74E-08,0.003408361,6.11E-05,4
mendonça,20,0.002890591,7.61E-08,0.00281613,7.29E-05,9
