node,cluster_leiden_r0.8
type,1
plan,0
evidence,0
brain,1
confirm,0
information,2
infertility,1
able,2
accord,3
method,0
month,0
cardiovascular,0
urologist,2
review,0
deliver,0
maybe,2
stay,2
obesity,1
progressively,1
erection,1
drug,1
diabetes,1
smith,2
activity,1
regulate,1
appropriate,0
seek,2
recommendation,0
checker,2
fat,1
try,2
kind,2
trial,0
develop,1
current,0
safety,0
medicine,3
understand,0
injury,1
especially,1
lower,1
note,0
boost,2
perform,0
optimal,0
gain,1
specific,0
late,3
form,0
prescribe,0
suffer,1
statement,0
without,0
day,0
involve,0
professional,0
indicate,1
impact,1
pill,2
shrunken,1
gland,1
exercise,1
typically,0
raise,1
focus,0
fact,2
intricately,1
free,1
cancer,1
maintain,1
step,0
discuss,0
year,2
expert,0
base,0
sleep,1
require,0
general,0
restore,0
stress,1
breast,1
potential,0
early,1
concern,0
different,2
example,1
come,2
offer,0
specialist,0
depend,0
talk,2
injection,0
quality,0
menopause,1
key,0
depression,1
woman,1
weight,1
diagnosis,0
gel,0
research,3
hair,1
pituitary,1
people,2
testis,1
consider,0
diabete,1
overall,0
testicle,1
significant,0
sign,1
question,2
prostate,1
suggest,0
measure,0
vary,0
check,2
aging,1
right,2
avoid,0
follow,0
decline,1
feel,2
look,2
tell,2
work,2
associate,1
lot,2
lack,1
way,2
common,1
manage,0
individual,0
benefit,0
provide,0
think,2
role,1
hormonal,1
term,0
clinic,0
disease,1
effective,0
old,1
function,1
factor,1
haul,2
know,2
great,2
balance,0
primary,1
loss,1
total,0
naturally,1
mean,2
medication,0
physical,1
sex,1
contact,0
lead,1
issue,1
natural,1
storage,1
libido,1
study,0
thing,2
care,2
sexual,1
mass,1
treat,0
deficiency,1
bone,1
healthy,4
reduce,1
time,2
muscle,1
heart,1
process,0
range,0
produce,1
affect,1
decrease,1
certain,1
diagnose,0
fatigue,1
energy,1
option,0
improve,1
effect,0
mood,1
find,2
provider,0
start,2
normal,1
long,0
good,2
use,0
life,2
problem,1
hypogonadism,3
erectile,1
relate,0
risk,1
experience,1
dysfunction,1
production,1
body,1
doctor,0
test,0
lifestyle,0
change,1
age,1
therapy,0
like,2
increase,1
medical,3
result,0
male,1
high,1
help,2
condition,1
replacement,0
need,0
patient,0
important,0
drive,1
symptom,1
health,3
blood,1
hormone,1
include,1
cause,1
trt,0
not,2
treatment,0
man,2
level,1
low,1
testosterone,0
